url,Agency,Bureau,Subcomponent
njwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
nmwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
noc.ner.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
nrat.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
nvwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
nyw.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
oh115.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
oh275.ohwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
ohwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
okwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
orwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
pawg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
pcr.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
peninsula.wawg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
polaris.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
prwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
public.mewg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
riwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
rmr.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
scwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
sdwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
ser.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
tnwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
utwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
vawg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
wawg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
wvwg.cap.gov,Department of Defense,"Civil Air Patrol, USAF AUX.",
cnss.gov,Department of Defense,CNSS Secretariat,
atlanticarea.uscg.mil,Department of Defense,Coast Guard,
dcms.uscg.mil,Department of Defense,Coast Guard,
dco.uscg.mil,Department of Defense,Coast Guard,
forcecom.uscg.mil,Department of Defense,Coast Guard,
history.uscg.mil,Department of Defense,Coast Guard,
mycg.uscg.mil,Department of Defense,Coast Guard,
ncgm.uscg.mil,Department of Defense,Coast Guard,
news.uscg.mil,Department of Defense,Coast Guard,
pacificarea.uscg.mil,Department of Defense,Coast Guard,
reserve.uscg.mil,Department of Defense,Coast Guard,
uscg.mil,Department of Defense,Coast Guard,
bids.cttso.gov,Department of Defense,Combating Terrorism Technical Support Office,
coop.vpn.cttso.gov,Department of Defense,Combating Terrorism Technical Support Office,
cttso.gov,Department of Defense,Combating Terrorism Technical Support Office,
events.cttso.gov,Department of Defense,Combating Terrorism Technical Support Office,
specs.cttso.gov,Department of Defense,Combating Terrorism Technical Support Office,
ems.dc3on.gov,Department of Defense,Defense Cyber Crime Center,
airforceacademy.tricare.mil,Department of Defense,Defense Health Agency,
altus.tricare.mil,Department of Defense,Defense Health Agency,
anacostiabolling.tricare.mil,Department of Defense,Defense Health Agency,
andersen.tricare.mil,Department of Defense,Defense Health Agency,
andrews.tricare.mil,Department of Defense,Defense Health Agency,
annapolis.tricare.mil,Department of Defense,Defense Health Agency,
aviano.tricare.mil,Department of Defense,Defense Health Agency,
bamc.tricare.mil,Department of Defense,Defense Health Agency,
barksdale.tricare.mil,Department of Defense,Defense Health Agency,
bassett-wainwright.tricare.mil,Department of Defense,Defense Health Agency,
bayne-jones.tricare.mil,Department of Defense,Defense Health Agency,
beale.tricare.mil,Department of Defense,Defense Health Agency,
beaufort.tricare.mil,Department of Defense,Defense Health Agency,
belvoirhospital.tricare.mil,Department of Defense,Defense Health Agency,
bg-crawford.tricare.mil,Department of Defense,Defense Health Agency,
blanchfield.tricare.mil,Department of Defense,Defense Health Agency,
bremerton.tricare.mil,Department of Defense,Defense Health Agency,
briandallgood.tricare.mil,Department of Defense,Defense Health Agency,
buckley.tricare.mil,Department of Defense,Defense Health Agency,
calmed.tricare.mil,Department of Defense,Defense Health Agency,
camp-lejeune.tricare.mil,Department of Defense,Defense Health Agency,
camp-pendleton.tricare.mil,Department of Defense,Defense Health Agency,
cannon.tricare.mil,Department of Defense,Defense Health Agency,
charleston.tricare.mil,Department of Defense,Defense Health Agency,
cherrypoint.tricare.mil,Department of Defense,Defense Health Agency,
columbus.tricare.mil,Department of Defense,Defense Health Agency,
corpuschristi.tricare.mil,Department of Defense,Defense Health Agency,
darnall.tricare.mil,Department of Defense,Defense Health Agency,
davismonthan.tricare.mil,Department of Defense,Defense Health Agency,
desmond-doss.tricare.mil,Department of Defense,Defense Health Agency,
diegogarcia.tricare.mil,Department of Defense,Defense Health Agency,
dover.tricare.mil,Department of Defense,Defense Health Agency,
dunham.tricare.mil,Department of Defense,Defense Health Agency,
dyess.tricare.mil,Department of Defense,Defense Health Agency,
edwards.tricare.mil,Department of Defense,Defense Health Agency,
eglin.tricare.mil,Department of Defense,Defense Health Agency,
eielson.tricare.mil,Department of Defense,Defense Health Agency,
eisenhower.tricare.mil,Department of Defense,Defense Health Agency,
ellsworth.tricare.mil,Department of Defense,Defense Health Agency,
elmendorfrichardson.tricare.mil,Department of Defense,Defense Health Agency,
evans.tricare.mil,Department of Defense,Defense Health Agency,
fairchild.tricare.mil,Department of Defense,Defense Health Agency,
fewarren.tricare.mil,Department of Defense,Defense Health Agency,
goodfellow.tricare.mil,Department of Defense,Defense Health Agency,
grandforks.tricare.mil,Department of Defense,Defense Health Agency,
guam.tricare.mil,Department of Defense,Defense Health Agency,
guantanamo.tricare.mil,Department of Defense,Defense Health Agency,
guthrie.tricare.mil,Department of Defense,Defense Health Agency,
hanscom.tricare.mil,Department of Defense,Defense Health Agency,
hill.tricare.mil,Department of Defense,Defense Health Agency,
holloman.tricare.mil,Department of Defense,Defense Health Agency,
hurlburt.tricare.mil,Department of Defense,Defense Health Agency,
incirlik.tricare.mil,Department of Defense,Defense Health Agency,
ireland.tricare.mil,Department of Defense,Defense Health Agency,
irwin.tricare.mil,Department of Defense,Defense Health Agency,
jacksonville.tricare.mil,Department of Defense,Defense Health Agency,
kadena.tricare.mil,Department of Defense,Defense Health Agency,
keesler.tricare.mil,Department of Defense,Defense Health Agency,
keller.tricare.mil,Department of Defense,Defense Health Agency,
kenner.tricare.mil,Department of Defense,Defense Health Agency,
kimbrough.tricare.mil,Department of Defense,Defense Health Agency,
kirk.tricare.mil,Department of Defense,Defense Health Agency,
kirtland.tricare.mil,Department of Defense,Defense Health Agency,
kunsan.tricare.mil,Department of Defense,Defense Health Agency,
landstuhl.tricare.mil,Department of Defense,Defense Health Agency,
langleyeustis.tricare.mil,Department of Defense,Defense Health Agency,
laughlin.tricare.mil,Department of Defense,Defense Health Agency,
lemoore.tricare.mil,Department of Defense,Defense Health Agency,
leonard-wood.tricare.mil,Department of Defense,Defense Health Agency,
lewismcchord.tricare.mil,Department of Defense,Defense Health Agency,
littlerock.tricare.mil,Department of Defense,Defense Health Agency,
losangeles.tricare.mil,Department of Defense,Defense Health Agency,
luke.tricare.mil,Department of Defense,Defense Health Agency,
lyster.tricare.mil,Department of Defense,Defense Health Agency,
macdill.tricare.mil,Department of Defense,Defense Health Agency,
madigan.tricare.mil,Department of Defense,Defense Health Agency,
malmstrom.tricare.mil,Department of Defense,Defense Health Agency,
martin.tricare.mil,Department of Defense,Defense Health Agency,
maxwell.tricare.mil,Department of Defense,Defense Health Agency,
mcconnell.tricare.mil,Department of Defense,Defense Health Agency,
mcdonald.tricare.mil,Department of Defense,Defense Health Agency,
mcguiredixlakehurst.tricare.mil,Department of Defense,Defense Health Agency,
mhs-europe.tricare.mil,Department of Defense,Defense Health Agency,
minot.tricare.mil,Department of Defense,Defense Health Agency,
misawa.tricare.mil,Department of Defense,Defense Health Agency,
moncrief.tricare.mil,Department of Defense,Defense Health Agency,
moody.tricare.mil,Department of Defense,Defense Health Agency,
mountainhome.tricare.mil,Department of Defense,Defense Health Agency,
munson.tricare.mil,Department of Defense,Defense Health Agency,
naples.tricare.mil,Department of Defense,Defense Health Agency,
nellis.tricare.mil,Department of Defense,Defense Health Agency,
newengland.tricare.mil,Department of Defense,Defense Health Agency,
newsroom.tricare.mil,Department of Defense,Defense Health Agency,
nhc-charleston.tricare.mil,Department of Defense,Defense Health Agency,
nhchawaii.tricare.mil,Department of Defense,Defense Health Agency,
oakharbor.tricare.mil,Department of Defense,Defense Health Agency,
offutt.tricare.mil,Department of Defense,Defense Health Agency,
okinawa.tricare.mil,Department of Defense,Defense Health Agency,
osan.tricare.mil,Department of Defense,Defense Health Agency,
patrick.tricare.mil,Department of Defense,Defense Health Agency,
paxriver.tricare.mil,Department of Defense,Defense Health Agency,
pearlharborhickam.tricare.mil,Department of Defense,Defense Health Agency,
pensacola.tricare.mil,Department of Defense,Defense Health Agency,
peterson.tricare.mil,Department of Defense,Defense Health Agency,
pope.tricare.mil,Department of Defense,Defense Health Agency,
portsmouth.tricare.mil,Department of Defense,Defense Health Agency,
quantico.tricare.mil,Department of Defense,Defense Health Agency,
rader.tricare.mil,Department of Defense,Defense Health Agency,
rafalconbury.tricare.mil,Department of Defense,Defense Health Agency,
rafcroughton.tricare.mil,Department of Defense,Defense Health Agency,
raflakenheath.tricare.mil,Department of Defense,Defense Health Agency,
ramstein.tricare.mil,Department of Defense,Defense Health Agency,
raymond-bliss.tricare.mil,Department of Defense,Defense Health Agency,
redstone.tricare.mil,Department of Defense,Defense Health Agency,
reynolds.tricare.mil,Department of Defense,Defense Health Agency,
robins.tricare.mil,Department of Defense,Defense Health Agency,
rodriguez.tricare.mil,Department of Defense,Defense Health Agency,
rota.tricare.mil,Department of Defense,Defense Health Agency,
sandiego.tricare.mil,Department of Defense,Defense Health Agency,
scott.tricare.mil,Department of Defense,Defense Health Agency,
seymourjohnson.tricare.mil,Department of Defense,Defense Health Agency,
shaw.tricare.mil,Department of Defense,Defense Health Agency,
sheppard.tricare.mil,Department of Defense,Defense Health Agency,
sigonella.tricare.mil,Department of Defense,Defense Health Agency,
southcomclinic.tricare.mil,Department of Defense,Defense Health Agency,
spangdahlem.tricare.mil,Department of Defense,Defense Health Agency,
tinker.tricare.mil,Department of Defense,Defense Health Agency,
travis.tricare.mil,Department of Defense,Defense Health Agency,
tripler.tricare.mil,Department of Defense,Defense Health Agency,
twentynine-palms.tricare.mil,Department of Defense,Defense Health Agency,
tyndall.tricare.mil,Department of Defense,Defense Health Agency,
vance.tricare.mil,Department of Defense,Defense Health Agency,
vandenberg.tricare.mil,Department of Defense,Defense Health Agency,
walterreed.tricare.mil,Department of Defense,Defense Health Agency,
weed-irwin.tricare.mil,Department of Defense,Defense Health Agency,
whiteman.tricare.mil,Department of Defense,Defense Health Agency,
wilfordhall.tricare.mil,Department of Defense,Defense Health Agency,
william-beaumont.tricare.mil,Department of Defense,Defense Health Agency,
winn.tricare.mil,Department of Defense,Defense Health Agency,
womack.tricare.mil,Department of Defense,Defense Health Agency,
wrair.health.mil,Department of Defense,Defense Health Agency,
wrightpatterson.tricare.mil,Department of Defense,Defense Health Agency,
yokosuka.tricare.mil,Department of Defense,Defense Health Agency,
yokota.tricare.mil,Department of Defense,Defense Health Agency,
jccs.gov,Department of Defense,Defense Logistics Agency,
acq.osd.mil,Department of Defense,Defense Media Activity,
actuary.defense.gov,Department of Defense,Defense Media Activity,
afd.defense.gov,Department of Defense,Defense Media Activity,
armedforcessports.defense.gov,Department of Defense,Defense Media Activity,
basicresearch.defense.gov,Department of Defense,Defense Media Activity,
business.defense.gov,Department of Defense,Defense Media Activity,
comptroller.defense.gov,Department of Defense,Defense Media Activity,
ctip.defense.gov,Department of Defense,Defense Media Activity,
dacowits.defense.gov,Department of Defense,Defense Media Activity,
dam.defense.gov,Department of Defense,Defense Media Activity,
data.defense.gov,Department of Defense,Defense Media Activity,
dbb.defense.gov,Department of Defense,Defense Media Activity,
dcips.defense.gov,Department of Defense,Defense Media Activity,
defense.gov,Department of Defense,Defense Media Activity,
diversity.defense.gov,Department of Defense,Defense Media Activity,
dod.defense.gov,Department of Defense,Defense Media Activity,
dodcertpmo.defense.gov,Department of Defense,Defense Media Activity,
dodcio.defense.gov,Department of Defense,Defense Media Activity,
dodmwrandresalepolicy.defense.gov,Department of Defense,Defense Media Activity,
dodsioo.defense.gov,Department of Defense,Defense Media Activity,
dpac.defense.gov,Department of Defense,Defense Media Activity,
dpcld.defense.gov,Department of Defense,Defense Media Activity,
execsec.defense.gov,Department of Defense,Defense Media Activity,
history.defense.gov,Department of Defense,Defense Media Activity,
innovation.defense.gov,Department of Defense,Defense Media Activity,
irt.defense.gov,Department of Defense,Defense Media Activity,
jamrs.defense.gov,Department of Defense,Defense Media Activity,
jnlwp.defense.gov,Department of Defense,Defense Media Activity,
jsc.defense.gov,Department of Defense,Defense Media Activity,
la.defense.gov,Department of Defense,Defense Media Activity,
militarypay.defense.gov,Department of Defense,Defense Media Activity,
minerva.defense.gov,Department of Defense,Defense Media Activity,
open.defense.gov,Department of Defense,Defense Media Activity,
ousdi.defense.gov,Department of Defense,Defense Media Activity,
prhome.defense.gov,Department of Defense,Defense Media Activity,
rfpb.defense.gov,Department of Defense,Defense Media Activity,
rwtf.defense.gov,Department of Defense,Defense Media Activity,
valor.defense.gov,Department of Defense,Defense Media Activity,
vwac.defense.gov,Department of Defense,Defense Media Activity,
at.dod.mil,Department of Defense,Defense-wide,
cac.mil,Department of Defense,Defense-wide,
cloud.mil,Department of Defense,Defense-wide,
dc3.mil,Department of Defense,Defense-wide,
dcaa.mil,Department of Defense,Defense-wide,
dcma.mil,Department of Defense,Defense-wide,
dcsa.mil,Department of Defense,Defense-wide,
defenseculture.mil,Department of Defense,Defense-wide,
defensesbirsttr.mil,Department of Defense,Defense-wide,
dfas.mil,Department of Defense,Defense-wide,
dhra.mil,Department of Defense,Defense-wide,
dia.mil,Department of Defense,Defense-wide,
dimoc.mil,Department of Defense,Defense-wide,
dinfos.dma.mil,Department of Defense,Defense-wide,
dla.mil,Department of Defense,Defense-wide,
dma.mil,Department of Defense,Defense-wide,
dodcui.mil,Department of Defense,Defense-wide,
dodig.mil,Department of Defense,Defense-wide,
dodmantech.mil,Department of Defense,Defense-wide,
dodsoco.ogc.osd.mil,Department of Defense,Defense-wide,
doha.ogc.osd.mil,Department of Defense,Defense-wide,
dote.osd.mil,Department of Defense,Defense-wide,
dpaa.mil,Department of Defense,Defense-wide,
dsp.dla.mil,Department of Defense,Defense-wide,
dspo.mil,Department of Defense,Defense-wide,
dtra.mil,Department of Defense,Defense-wide,
esd.whs.mil,Department of Defense,Defense-wide,
metc.mil,Department of Defense,Defense-wide,
myafn.dodlive.mil,Department of Defense,Defense-wide,
norad.mil,Department of Defense,Defense-wide,
oig.dia.mil,Department of Defense,Defense-wide,
pfpa.mil,Department of Defense,Defense-wide,
prs.mil,Department of Defense,Defense-wide,
repi.mil,Department of Defense,Defense-wide,
